sexo,remuneracao,cnae_secao,cbo_grupo,uf,idade,escolaridade,vinculo
Masculino,1000.82,F,Administração,RS,52,Fundamental completo,Aprendiz
Masculino,1576.43,C,Serviços,PR,49,Médio incompleto,Estatutário
Feminino,2339.0,G,Direção,BA,40,Fundamental incompleto,Temporário
Feminino,2253.31,I,Técnico,SC,42,Médio completo,CLT
Masculino,2235.77,I,Direção,DF,60,Médio incompleto,Aprendiz
Feminino,1521.52,A,Serviços,MG,45,Fundamental incompleto,Estatutário
Feminino,1560.19,B,Técnico,PE,62,Superior completo,Temporário
Masculino,1302.77,H,Serviços,GO,19,Pós-graduação,Temporário
Masculino,2554.69,A,Operacional,RS,20,Médio incompleto,Temporário
Masculino,1194.85,C,Serviços,DF,48,Pós-graduação,CLT
Feminino,2650.53,G,Serviços,SP,50,Fundamental completo,Temporário
Masculino,1985.32,H,Serviços,PR,50,Superior completo,Temporário
Feminino,1771.76,E,Técnico,RS,64,Médio incompleto,Temporário
Masculino,1345.45,B,Serviços,PR,52,Médio incompleto,CLT
Feminino,982.41,C,Serviços,SC,53,Médio incompleto,Estatutário
Masculino,1350.94,I,Administração,SP,43,Fundamental incompleto,Temporário
Feminino,1558.53,J,Técnico,PE,29,Médio completo,Estatutário
Feminino,622.62,G,Serviços,MG,61,Superior incompleto,Temporário
Feminino,1654.39,A,Direção,BA,63,Fundamental incompleto,Temporário
Feminino,2740.68,C,Serviços,BA,28,Superior completo,CLT
Masculino,2333.79,I,Direção,DF,23,Pós-graduação,Temporário
Feminino,1446.22,G,Operacional,BA,42,Superior incompleto,Aprendiz
Masculino,1846.64,B,Operacional,PE,63,Pós-graduação,Temporário
Masculino,1407.72,F,Técnico,RS,51,Superior completo,Estatutário
Masculino,1933.22,I,Técnico,GO,52,Superior incompleto,Aprendiz
Masculino,3615.73,D,Operacional,RS,38,Médio incompleto,CLT
Masculino,2795.66,J,Técnico,GO,35,Superior completo,Aprendiz
Feminino,2285.54,B,Direção,PE,25,Fundamental completo,Aprendiz
Masculino,1448.38,C,Direção,RS,51,Superior incompleto,Aprendiz
Feminino,2533.79,G,Administração,RS,31,Superior completo,Aprendiz
Masculino,846.33,D,Técnico,GO,36,Superior completo,Aprendiz
Masculino,1613.95,G,Técnico,MG,37,Superior incompleto,Estatutário
Masculino,2351.17,E,Administração,MG,21,Médio incompleto,Aprendiz
Feminino,2522.96,H,Serviços,RS,55,Fundamental completo,Estatutário
Feminino,2444.14,H,Direção,RJ,49,Pós-graduação,Estatutário
Feminino,2064.56,E,Serviços,MG,43,Médio incompleto,Estatutário
Feminino,1655.61,G,Administração,RJ,45,Pós-graduação,CLT
Masculino,2303.28,F,Técnico,SC,29,Superior incompleto,Aprendiz
Masculino,1177.58,H,Serviços,MG,27,Superior completo,Temporário
Feminino,1236.32,I,Técnico,RJ,58,Fundamental incompleto,CLT
Masculino,1858.98,E,Administração,DF,52,Pós-graduação,Temporário
Masculino,1954.6,G,Operacional,PE,50,Superior completo,Aprendiz
Masculino,795.1,A,Técnico,PR,31,Pós-graduação,Aprendiz
Feminino,2219.01,H,Serviços,DF,57,Pós-graduação,Temporário
Feminino,2559.91,C,Serviços,PR,40,Superior incompleto,Estatutário
Masculino,1746.24,A,Administração,PR,35,Fundamental incompleto,Aprendiz
Masculino,5263.28,F,Serviços,RS,61,Médio completo,Temporário
Feminino,1329.66,H,Direção,MG,29,Fundamental completo,CLT
Feminino,1536.88,C,Técnico,GO,59,Superior completo,Temporário
Masculino,1513.56,A,Direção,DF,53,Pós-graduação,CLT
Feminino,1747.11,C,Administração,RS,42,Pós-graduação,CLT
Masculino,1559.43,E,Direção,BA,54,Médio completo,Aprendiz
Masculino,960.0,H,Direção,PR,57,Médio incompleto,CLT
Feminino,1413.82,I,Técnico,BA,39,Superior incompleto,Aprendiz
Feminino,1730.34,I,Técnico,PE,23,Médio completo,Temporário
Masculino,3142.76,D,Operacional,PE,33,Fundamental completo,Estatutário
Feminino,4870.78,H,Direção,GO,40,Fundamental incompleto,CLT
Feminino,3297.64,E,Técnico,SC,26,Fundamental incompleto,Aprendiz
Feminino,1275.48,C,Direção,PR,60,Médio incompleto,Estatutário
Feminino,1321.98,E,Direção,RJ,52,Pós-graduação,CLT
Feminino,1682.95,B,Administração,PE,46,Médio incompleto,Temporário
Masculino,4036.17,F,Administração,PR,31,Superior incompleto,CLT
Masculino,1678.34,A,Direção,PE,22,Pós-graduação,Temporário
Masculino,994.88,F,Administração,SC,38,Médio completo,Temporário
Masculino,1442.99,E,Técnico,PE,23,Superior incompleto,Temporário
Feminino,2541.92,I,Direção,SP,18,Fundamental incompleto,Temporário
Masculino,2466.3,G,Administração,DF,48,Fundamental incompleto,Aprendiz
Masculino,1652.27,F,Técnico,DF,62,Superior completo,Aprendiz
Masculino,2459.07,G,Direção,MG,58,Médio completo,Aprendiz
Masculino,650.07,J,Direção,PR,45,Superior incompleto,Estatutário
Masculino,1894.52,E,Administração,BA,20,Pós-graduação,Temporário
Feminino,2663.27,A,Técnico,PE,55,Médio incompleto,CLT
Masculino,1242.91,I,Direção,BA,40,Médio completo,Estatutário
Feminino,1240.97,E,Direção,MG,57,Superior completo,Estatutário
Feminino,780.63,D,Operacional,BA,21,Médio incompleto,Estatutário
Masculino,3697.65,F,Direção,SP,23,Pós-graduação,Estatutário
Masculino,1307.58,E,Operacional,PR,29,Médio completo,CLT
Masculino,2015.19,A,Operacional,DF,29,Médio incompleto,Temporário
Feminino,2372.65,B,Técnico,RJ,24,Fundamental completo,CLT
Feminino,3570.39,D,Serviços,MG,45,Fundamental incompleto,Temporário
Masculino,1687.07,H,Operacional,DF,43,Superior completo,Estatutário
Masculino,1418.36,E,Técnico,MG,24,Médio completo,Estatutário
Feminino,1954.48,G,Administração,PE,20,Superior completo,Aprendiz
Masculino,3222.25,B,Operacional,SC,30,Pós-graduação,Aprendiz
Masculino,1674.76,H,Serviços,BA,58,Pós-graduação,Estatutário
Feminino,1176.51,E,Administração,PR,28,Fundamental completo,Estatutário
Feminino,903.85,D,Operacional,GO,56,Médio completo,Temporário
Feminino,1043.58,I,Operacional,BA,40,Fundamental incompleto,Estatutário
Feminino,2667.71,F,Serviços,GO,64,Superior completo,Temporário
Feminino,1565.12,D,Direção,GO,18,Fundamental incompleto,Estatutário
Masculino,1375.56,H,Serviços,MG,51,Médio incompleto,CLT
Feminino,1310.04,C,Técnico,PR,48,Superior completo,Estatutário
Feminino,1878.58,J,Técnico,SC,50,Fundamental incompleto,Temporário
Feminino,1623.35,B,Serviços,DF,64,Superior completo,Temporário
Masculino,1598.93,G,Serviços,RS,53,Superior completo,CLT
Masculino,3318.26,D,Serviços,PE,53,Pós-graduação,Temporário
Masculino,3612.33,D,Serviços,PE,31,Fundamental incompleto,Aprendiz
Masculino,876.11,J,Serviços,GO,54,Fundamental incompleto,CLT
Masculino,2095.23,I,Operacional,SC,49,Superior incompleto,Estatutário
Feminino,1274.63,B,Administração,PE,45,Superior incompleto,Estatutário
Feminino,1616.93,A,Técnico,PR,18,Fundamental incompleto,Estatutário
Masculino,2078.03,G,Técnico,SP,64,Pós-graduação,Temporário
Feminino,1642.99,H,Administração,RS,24,Superior completo,Estatutário
Masculino,2005.62,C,Serviços,SC,33,Pós-graduação,Estatutário
Masculino,2447.53,B,Administração,DF,49,Superior completo,Estatutário
Masculino,2064.33,D,Serviços,RS,41,Superior incompleto,Aprendiz
Masculino,1351.44,B,Técnico,SC,31,Pós-graduação,Aprendiz
Masculino,1362.21,B,Direção,GO,64,Médio completo,Aprendiz
Masculino,945.9,E,Técnico,PR,32,Superior completo,Estatutário
Masculino,1231.19,J,Técnico,DF,18,Fundamental completo,Estatutário
Feminino,4371.8,E,Direção,GO,45,Fundamental completo,Temporário
Masculino,1265.98,H,Administração,SC,36,Superior incompleto,Temporário
Feminino,1056.78,I,Operacional,MG,24,Pós-graduação,Temporário
Feminino,2088.01,B,Serviços,RJ,35,Fundamental completo,Temporário
Feminino,1720.44,A,Serviços,MG,64,Superior incompleto,Estatutário
Feminino,1655.71,C,Técnico,SC,30,Médio incompleto,Temporário
Masculino,3408.65,F,Direção,GO,35,Superior completo,CLT
Masculino,2314.87,E,Técnico,PE,21,Fundamental incompleto,Estatutário
Feminino,1424.4,H,Técnico,PE,21,Fundamental completo,Estatutário
Masculino,1493.66,H,Administração,PR,44,Fundamental incompleto,CLT
Feminino,1442.07,B,Serviços,SP,33,Pós-graduação,Temporário
Feminino,2680.16,I,Operacional,SP,31,Fundamental completo,CLT
Feminino,1573.93,D,Direção,BA,31,Médio completo,Temporário
Feminino,806.8,A,Operacional,RJ,24,Médio completo,CLT
Feminino,1769.15,B,Direção,RS,62,Superior incompleto,Estatutário
Feminino,905.37,F,Serviços,GO,31,Fundamental incompleto,Temporário
Masculino,4831.46,E,Administração,PR,59,Superior incompleto,Temporário
Feminino,1170.81,G,Operacional,PE,62,Médio incompleto,Temporário
Masculino,1681.03,I,Direção,GO,23,Superior incompleto,Estatutário
Masculino,2030.81,F,Técnico,DF,60,Superior completo,Temporário
Feminino,1587.8,F,Serviços,SP,55,Pós-graduação,CLT
Masculino,1586.82,B,Administração,DF,44,Superior completo,Temporário
Masculino,2185.99,G,Técnico,PR,28,Superior incompleto,Temporário
Masculino,3593.2,B,Administração,RS,48,Superior incompleto,Estatutário
Feminino,2553.91,G,Direção,GO,20,Fundamental completo,CLT
Masculino,3516.89,H,Técnico,PR,18,Fundamental completo,CLT
Feminino,1128.93,A,Administração,DF,33,Médio incompleto,CLT
Masculino,2085.6,I,Serviços,PE,61,Fundamental incompleto,Temporário
Feminino,1938.87,H,Operacional,GO,44,Médio completo,Aprendiz
Feminino,2117.5,I,Operacional,PR,63,Pós-graduação,Aprendiz
Masculino,3358.68,E,Técnico,GO,20,Fundamental incompleto,Temporário
Masculino,1637.04,D,Serviços,PR,25,Médio completo,Estatutário
Masculino,1506.47,A,Serviços,SP,33,Fundamental completo,Estatutário
Feminino,2299.14,I,Administração,DF,64,Pós-graduação,Temporário
Feminino,812.25,D,Técnico,MG,19,Superior incompleto,CLT
Feminino,1625.25,D,Serviços,SP,46,Superior completo,CLT
Masculino,1702.09,D,Administração,PR,33,Médio incompleto,Temporário
Feminino,1194.92,B,Serviços,GO,46,Pós-graduação,CLT
Feminino,2909.33,D,Técnico,MG,48,Médio incompleto,CLT
Feminino,1121.02,B,Serviços,SC,59,Superior completo,Aprendiz
Feminino,1700.81,H,Serviços,BA,28,Médio incompleto,Aprendiz
Masculino,2063.01,G,Serviços,RS,49,Fundamental incompleto,Temporário
Masculino,3324.43,J,Operacional,RS,41,Fundamental completo,Aprendiz
Feminino,1799.47,B,Direção,RJ,36,Pós-graduação,Aprendiz
Feminino,2755.27,B,Técnico,RJ,49,Fundamental completo,Estatutário
Feminino,2478.15,B,Operacional,BA,27,Superior incompleto,Temporário
Masculino,1911.33,A,Direção,PR,49,Pós-graduação,Estatutário
Masculino,1107.34,F,Serviços,PR,40,Superior completo,Aprendiz
Masculino,948.08,F,Serviços,RJ,50,Superior completo,Aprendiz
Masculino,1896.81,A,Operacional,BA,47,Fundamental incompleto,CLT
Feminino,1416.28,A,Administração,RJ,47,Superior incompleto,Estatutário
Feminino,2734.4,F,Técnico,PR,24,Médio completo,Estatutário
Masculino,2529.14,F,Direção,PR,33,Fundamental completo,Temporário
Masculino,1663.91,D,Serviços,MG,60,Médio incompleto,CLT
Masculino,1073.88,C,Técnico,RJ,18,Pós-graduação,CLT
Masculino,2275.22,I,Serviços,MG,47,Superior completo,CLT
Feminino,1143.58,F,Serviços,PR,51,Superior incompleto,Aprendiz
Feminino,1285.23,A,Serviços,SC,51,Médio completo,Aprendiz
Masculino,1163.59,C,Técnico,RS,55,Médio incompleto,Aprendiz
Feminino,1698.8,A,Operacional,BA,48,Médio incompleto,Estatutário
Feminino,3061.27,C,Técnico,RJ,25,Superior incompleto,Estatutário
Feminino,1803.95,B,Técnico,SC,37,Superior incompleto,Temporário
Masculino,1481.12,E,Administração,DF,63,Superior incompleto,CLT
Feminino,910.03,C,Administração,GO,46,Fundamental completo,Aprendiz
Masculino,2317.99,G,Operacional,PR,48,Superior completo,Aprendiz
Masculino,1272.6,H,Administração,RS,38,Superior completo,CLT
Masculino,1906.23,G,Operacional,DF,43,Fundamental incompleto,Aprendiz
Masculino,1541.64,B,Serviços,SC,48,Superior completo,Aprendiz
Masculino,2636.43,J,Serviços,RS,37,Superior incompleto,Estatutário
Masculino,1684.53,J,Técnico,SP,39,Superior completo,Estatutário
Masculino,1760.73,G,Serviços,DF,57,Fundamental completo,Aprendiz
Feminino,2249.78,J,Administração,GO,43,Pós-graduação,Aprendiz
Feminino,4666.31,C,Direção,MG,34,Fundamental incompleto,Estatutário
Masculino,2696.75,G,Técnico,SC,42,Pós-graduação,CLT
Feminino,1737.37,A,Operacional,SP,54,Médio completo,CLT
Feminino,1810.65,B,Serviços,SC,44,Fundamental incompleto,Aprendiz
Feminino,1427.69,J,Técnico,MG,20,Fundamental completo,Temporário
Masculino,1179.09,A,Técnico,MG,41,Fundamental completo,Temporário
Feminino,1409.88,I,Técnico,BA,42,Superior completo,Aprendiz
Feminino,1277.34,B,Serviços,DF,27,Fundamental incompleto,CLT
Feminino,2426.04,B,Operacional,SC,53,Fundamental incompleto,Temporário
Masculino,1116.51,F,Técnico,SP,59,Superior completo,Estatutário
Masculino,3294.29,G,Técnico,DF,35,Pós-graduação,Temporário
Feminino,2536.2,B,Técnico,PR,62,Fundamental completo,Estatutário
Masculino,1824.8,D,Serviços,RJ,34,Fundamental completo,Temporário
Masculino,1808.3,C,Administração,MG,31,Médio completo,CLT
Masculino,1407.01,E,Operacional,PR,36,Fundamental completo,Aprendiz
Feminino,2041.7,I,Técnico,RJ,35,Fundamental completo,Aprendiz
Feminino,2950.24,B,Técnico,MG,40,Médio incompleto,Aprendiz
Masculino,1317.62,E,Técnico,PE,25,Médio incompleto,Estatutário
Feminino,906.85,H,Serviços,SC,33,Médio incompleto,Aprendiz
Masculino,2481.08,F,Administração,RJ,42,Superior incompleto,Temporário
Feminino,2092.19,D,Técnico,RJ,60,Superior completo,CLT
Feminino,1092.16,J,Técnico,SP,49,Superior incompleto,Aprendiz
Feminino,1299.81,H,Serviços,BA,36,Fundamental completo,Estatutário
Feminino,1228.32,C,Operacional,SC,35,Médio incompleto,Estatutário
Masculino,1305.0,D,Operacional,SC,49,Superior completo,CLT
Feminino,1562.97,I,Administração,PR,63,Médio completo,CLT
Masculino,1603.68,E,Operacional,MG,57,Médio completo,Estatutário
Feminino,1349.03,F,Técnico,PE,32,Pós-graduação,CLT
Feminino,1285.4,B,Serviços,MG,38,Médio completo,Temporário
Feminino,1631.16,I,Técnico,PR,28,Fundamental completo,Temporário
Masculino,1949.76,H,Técnico,PE,46,Superior completo,Aprendiz
Feminino,1568.17,G,Administração,MG,49,Médio incompleto,Aprendiz
Masculino,3045.44,I,Operacional,PR,23,Fundamental completo,Estatutário
Masculino,2272.51,E,Operacional,SC,36,Pós-graduação,Estatutário
Feminino,883.7,E,Operacional,SP,33,Pós-graduação,Temporário
Masculino,2288.56,I,Técnico,RJ,29,Fundamental completo,CLT
Feminino,2374.39,E,Serviços,BA,32,Médio completo,Aprendiz
Masculino,1486.78,I,Serviços,DF,28,Médio incompleto,CLT
Masculino,922.57,A,Técnico,GO,56,Superior incompleto,Aprendiz
Feminino,1814.62,J,Direção,RS,27,Fundamental incompleto,Aprendiz
Masculino,1801.78,J,Técnico,PR,54,Fundamental completo,Estatutário
Masculino,1091.45,H,Operacional,RS,41,Médio incompleto,CLT
Feminino,941.01,C,Técnico,MG,53,Fundamental incompleto,Estatutário
Masculino,1738.19,H,Direção,GO,18,Fundamental incompleto,CLT
Feminino,1628.01,E,Técnico,RJ,63,Pós-graduação,CLT
Masculino,1498.52,B,Operacional,MG,34,Superior incompleto,Aprendiz
Feminino,1741.44,I,Administração,RJ,31,Superior incompleto,CLT
Feminino,1100.75,D,Serviços,PE,55,Fundamental completo,Aprendiz
Feminino,1486.72,G,Direção,SP,42,Fundamental completo,Aprendiz
Masculino,2298.46,H,Administração,PR,54,Médio incompleto,Aprendiz
Feminino,1544.59,G,Serviços,SP,52,Pós-graduação,Temporário
Feminino,852.02,F,Administração,PR,39,Superior incompleto,Aprendiz
Feminino,1461.6,G,Técnico,MG,64,Superior completo,Estatutário
Masculino,1117.03,D,Técnico,DF,24,Pós-graduação,CLT
Feminino,2038.99,J,Serviços,SP,28,Superior incompleto,CLT
Feminino,2086.99,A,Serviços,GO,27,Superior completo,Temporário
Masculino,857.1,E,Técnico,SP,31,Médio incompleto,Temporário
Masculino,2544.16,H,Técnico,PE,52,Superior completo,Temporário
Feminino,1096.1,J,Serviços,MG,63,Superior incompleto,Estatutário
Masculino,3646.9,F,Serviços,BA,53,Médio completo,Aprendiz
Feminino,1768.79,E,Serviços,GO,23,Fundamental incompleto,Temporário
Feminino,1031.86,B,Operacional,PR,22,Médio completo,Temporário
Feminino,1081.5,J,Operacional,RJ,59,Fundamental incompleto,CLT
Masculino,2114.65,E,Técnico,BA,24,Superior completo,CLT
Masculino,1516.13,J,Operacional,BA,32,Médio incompleto,Temporário
Feminino,1731.09,C,Direção,MG,38,Médio incompleto,CLT
Masculino,3735.93,B,Técnico,SC,35,Fundamental incompleto,CLT
Feminino,1319.94,C,Direção,PR,18,Fundamental incompleto,Aprendiz
Masculino,1857.49,D,Administração,SP,21,Fundamental incompleto,Temporário
Masculino,3425.25,B,Direção,SP,28,Fundamental incompleto,Temporário
Masculino,2042.09,D,Administração,RJ,27,Fundamental completo,Aprendiz
Masculino,877.46,D,Direção,BA,62,Superior incompleto,Temporário
Feminino,2269.75,F,Administração,MG,36,Superior incompleto,Temporário
Masculino,1071.32,E,Administração,DF,59,Médio incompleto,Aprendiz
Masculino,3405.22,G,Técnico,MG,47,Fundamental completo,Aprendiz
Masculino,1248.51,G,Serviços,GO,58,Fundamental incompleto,Temporário
Masculino,6879.35,C,Serviços,RS,58,Fundamental completo,CLT
Masculino,3499.3,I,Técnico,PE,37,Fundamental incompleto,Aprendiz
Feminino,1263.35,G,Administração,RS,44,Superior completo,Aprendiz
Masculino,1824.4,G,Serviços,BA,29,Superior incompleto,Estatutário
Masculino,2538.02,B,Serviços,PR,31,Fundamental incompleto,CLT
Masculino,2572.54,J,Direção,SC,51,Superior completo,Temporário
Feminino,2206.25,C,Operacional,PE,59,Superior incompleto,Estatutário
Masculino,3176.3,C,Técnico,RS,55,Fundamental incompleto,Estatutário
Masculino,1710.71,F,Operacional,SC,19,Superior completo,Estatutário
Feminino,1532.99,D,Administração,GO,49,Pós-graduação,CLT
Feminino,1546.75,D,Direção,RJ,35,Médio incompleto,Aprendiz
Masculino,2660.5,A,Serviços,DF,38,Superior incompleto,Temporário
Masculino,2130.97,F,Direção,DF,63,Superior completo,CLT
Feminino,2061.27,H,Técnico,GO,28,Médio incompleto,Estatutário
Masculino,2585.97,H,Administração,GO,47,Fundamental completo,CLT
Feminino,718.4,H,Direção,SC,36,Pós-graduação,Temporário
Feminino,2078.77,E,Direção,SC,57,Fundamental incompleto,CLT
Masculino,1994.91,J,Direção,GO,47,Fundamental completo,Estatutário
Masculino,3831.32,F,Serviços,BA,52,Fundamental incompleto,Estatutário
Masculino,908.81,E,Administração,RS,21,Superior incompleto,Aprendiz
Feminino,3643.62,D,Serviços,BA,38,Fundamental incompleto,CLT
Masculino,1870.45,D,Direção,GO,22,Superior completo,Temporário
Masculino,2253.06,D,Serviços,SP,53,Médio completo,Aprendiz
Feminino,3843.6,D,Serviços,BA,44,Médio completo,Aprendiz
Feminino,2327.02,F,Técnico,SP,24,Médio completo,Temporário
Masculino,2164.98,F,Operacional,PE,48,Médio incompleto,Temporário
Feminino,2016.32,E,Operacional,GO,37,Médio completo,CLT
Masculino,1454.53,I,Técnico,SC,42,Fundamental incompleto,Estatutário
Masculino,1785.01,H,Técnico,SP,55,Fundamental completo,Aprendiz
Masculino,1310.31,J,Serviços,SP,42,Médio incompleto,Aprendiz
Masculino,1772.14,F,Serviços,RS,34,Superior incompleto,CLT
Masculino,631.96,I,Administração,BA,63,Pós-graduação,Estatutário
Masculino,2193.09,E,Operacional,PR,54,Médio incompleto,CLT
